,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotArea_log,TotalBsmtSF_log,GrLivArea_log,1stFlrSF_log,2ndFlrSF_log
407,408,70,RL,63.0,15576,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,840,GasA,Ex,Y,SBrkr,840,840,1680,0,0,2,0,4,1,TA,8,Typ,0,None,Attchd,1960.0,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,None,None,None,0,3,2008,WD,Normal,177000,9.653550746326605,6.734591659972948,7.427144133408616,6.734591659972948,6.734591659972948
408,409,60,RL,109.0,14154,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,1063,GasA,Ex,Y,SBrkr,1071,1101,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,62,0,0,0,0,None,None,None,0,8,2007,New,Partial,280000,9.557823197546,6.96979066990159,7.6838639802564295,6.977281341630747,7.004881989712859
409,410,60,FV,85.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,1034,GasA,Ex,Y,SBrkr,1050,1028,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,4,2008,New,Partial,339750,9.287394001418473,6.942156705699469,7.639642287858013,6.957497370876951,6.9363427358340495
410,411,20,RL,68.0,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,1276,GasA,TA,Y,FuseA,1276,0,1276,0,0,1,0,3,1,TA,5,Mod,0,None,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,COD,Abnorml,60000,9.166597449028265,7.152268856032539,7.152268856032539,7.152268856032539,0.0
411,412,190,RL,100.0,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,1056,GasA,TA,N,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,0,0,0,0,0,None,None,None,0,1,2006,WD,Normal,145000,10.453081864230466,6.963189985870238,6.963189985870238,6.963189985870238,0.0
412,413,20,FV,73.5,4403,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,1470,GasA,Ex,Y,SBrkr,1478,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,None,None,None,0,6,2010,New,Partial,222000,8.390268497842571,7.293697720601438,7.2991214627108,7.2991214627108,0.0
413,414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1008,GasA,Gd,Y,FuseA,1028,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,None,None,None,0,3,2010,WD,Normal,115000,9.10063710688422,6.9167150203536085,6.9363427358340495,6.9363427358340495,0.0
415,416,20,RL,73.0,8899,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1340,GasA,Ex,Y,SBrkr,1340,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,None,None,None,0,8,2007,New,Partial,181134,9.093806555720231,7.201170883281678,7.201170883281678,7.201170883281678,0.0
416,417,60,RL,74.0,7844,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,672,GasA,TA,Y,SBrkr,672,728,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD,Normal,149500,8.967631665167133,6.511745329644728,7.244941546337007,6.511745329644728,6.591673732008658
417,418,70,RL,86.0,22420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,1370,GasW,TA,N,FuseA,1370,1254,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,239000,10.017753298664472,7.223295679562314,7.872836175025724,7.223295679562314,7.134890851565884
418,419,50,RL,60.0,8160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,756,GasA,Fa,N,FuseF,756,378,1134,1,0,1,1,3,1,TA,7,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0,0,0,0,0,None,None,None,0,4,2007,WD,AdjLand,126000,9.007121989469242,6.6293632534374485,7.034387929915503,6.6293632534374485,5.937536205082426
419,420,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,1056,GasA,Ex,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,None,None,None,0,7,2010,WD,Normal,142000,9.042040056544483,6.963189985870238,6.963189985870238,6.963189985870238,0.0
420,421,90,RM,78.0,7060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,1344,GasA,Ex,Y,SBrkr,1344,0,1344,2,0,2,0,2,2,TA,8,Typ,0,None,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Alloca,206300,8.862341963516347,7.20414929203594,7.20414929203594,7.20414929203594,0.0
422,423,20,RL,100.0,21750,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,988,GasA,Ex,Y,FuseA,988,0,988,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1954.0,RFn,2,520,TA,TA,N,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Normal,113000,9.987415012471414,6.8966943316227125,6.8966943316227125,6.8966943316227125,0.0
423,424,60,RL,80.0,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,1470,GasA,Gd,Y,SBrkr,1470,1160,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,66,0,0,0,0,None,None,None,0,6,2008,WD,Normal,315000,9.127067452782361,7.293697720601438,7.875119281040293,7.293697720601438,7.057036981697891
424,425,20,RL,72.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,1196,GasA,Gd,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,5,2008,WD,Normal,139000,9.105090961257085,7.087573705557973,7.087573705557973,7.087573705557973,0.0
425,426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,651,GasA,Gd,Y,SBrkr,707,682,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0,0,126,0,0,0,None,None,None,0,9,2009,WD,Normal,135000,8.12533508671429,6.480044561926653,7.237059026124737,6.56244409369372,6.52649485957079
427,428,20,RL,77.0,8593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,907,GasA,Ex,Y,SBrkr,907,0,907,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,109008,9.058819564334941,6.811244378601294,6.811244378601294,6.811244378601294,0.0
428,429,20,RL,64.0,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,1208,GasA,Ex,Y,SBrkr,1208,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,54,0,0,0,0,None,None,None,0,9,2007,New,Partial,195400,8.81922185757494,7.097548850614793,7.097548850614793,7.097548850614793,0.0
429,430,20,RL,130.0,11457,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,1392,GasA,TA,Y,SBrkr,1412,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,None,None,None,0,3,2009,WD,Normal,175000,9.346443454968522,7.239214973779806,7.253470382684528,7.253470382684528,0.0
430,431,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,483,GasA,TA,Y,SBrkr,483,504,987,0,0,1,1,2,1,TA,4,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,COD,Abnorml,85400,7.427144133408616,6.182084906716632,6.895682697747868,6.182084906716632,6.22455842927536
431,432,50,RM,60.0,5586,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,901,GasA,Gd,Y,SBrkr,1088,110,1198,0,0,1,0,4,1,TA,7,Typ,0,None,Detchd,1920.0,Unf,0,0,TA,TA,N,0,98,0,0,0,0,None,MnPrv,None,0,9,2008,ConLD,Abnorml,79900,8.628197749459149,6.804614520062624,7.089243155027514,6.9930151229329605,4.709530201312334
432,433,160,RM,24.0,1920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,765,GasA,Ex,Y,SBrkr,765,600,1365,1,0,1,1,2,1,TA,6,Min1,0,None,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,36,0,0,0,0,None,None,None,0,8,2007,WD,Normal,122500,7.560601162768557,6.641182169740591,7.2196420401307355,6.641182169740591,6.398594934535208
433,434,60,RL,100.0,10839,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,926,GasA,Ex,Y,SBrkr,926,678,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,7,2008,WD,Normal,181000,9.290998274993637,6.831953565565855,7.380879035564116,6.831953565565855,6.520621127558696
434,435,180,RM,21.0,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,None,Attchd,1972.0,Unf,0,0,TA,TA,Y,88,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,81000,7.544861068658458,6.447305862541213,6.447305862541213,6.447305862541213,0.0
435,436,60,RL,43.0,10667,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,799,GasA,Ex,Y,SBrkr,827,834,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,158,61,0,0,0,0,None,None,None,0,4,2009,ConLw,Normal,212000,9.275003885301905,6.684611727667927,7.415776975415394,6.71901315438526,6.727431724850855
436,437,50,RM,40.0,4400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,GasA,TA,Y,FuseA,734,384,1118,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,116000,8.38958706681109,6.47543271670409,7.020190708311925,6.5998704992128365,5.953243334287785
437,438,45,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,884,GasA,Gd,Y,SBrkr,904,0,904,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,None,None,None,0,1,2009,WD,Normal,119000,8.699681400989514,6.785587645007929,6.807934943699926,6.807934943699926,0.0
438,439,30,RL,40.0,4280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,440,GasA,TA,N,SBrkr,694,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,90350,8.361941906144946,6.089044875446846,6.543911845564792,6.543911845564792,0.0
439,440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,684,GasA,Gd,Y,SBrkr,684,512,1196,0,0,1,0,3,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,None,GdPrv,Shed,1,8,2009,ConLI,Normal,110000,9.42181611842271,6.529418838262226,7.087573705557973,6.529418838262226,6.240275845170769
441,442,90,RL,92.0,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,1440,GasA,TA,N,FuseF,1440,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,None,Detchd,1955.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,118000,9.401704256754366,7.273092595999522,7.273092595999522,7.273092595999522,0.0
442,443,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1078,GasA,TA,Y,SBrkr,1128,445,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,162900,8.738895704934043,6.983789965258135,7.3613754289773485,7.029087564149662,6.100318952020064
443,444,120,RL,53.0,3922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,GasA,Ex,Y,SBrkr,1258,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,16,0,0,0,0,None,None,None,0,6,2007,New,Partial,172500,8.274611946209552,7.138073034044347,7.138073034044347,7.138073034044347,0.0
444,445,60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,915,GasA,Ex,Y,SBrkr,933,975,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,None,None,None,0,7,2008,WD,Normal,210000,9.076923258535832,6.82001636467413,7.554334823725748,6.839476438228843,6.883462586413092
445,446,20,RL,73.0,9855,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1436,GasA,Fa,Y,SBrkr,1689,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,11,2009,COD,Normal,127500,9.1958356857733,7.270312886079025,7.432483807917119,7.432483807917119,0.0
446,447,20,RL,137.0,16492,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,1517,GasA,Ex,Y,SBrkr,1888,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,190000,9.710691327448153,7.325148957955575,7.543802867501509,7.543802867501509,0.0
447,448,60,RL,65.0,11214,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,930,GasA,Gd,Y,SBrkr,956,930,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,TA,TA,Y,89,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,199900,9.32500744695431,6.836259277277067,7.54274354536855,6.863803391452954,6.836259277277067
448,449,50,RM,50.0,8600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,780,GasA,TA,Y,SBrkr,780,596,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,119500,9.059633754551479,6.660575149839686,7.227662498728654,6.660575149839686,6.391917113392602
449,450,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,649,GasA,Ex,Y,SBrkr,679,504,1183,0,0,1,1,2,1,TA,6,Typ,0,None,Detchd,1981.0,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,None,None,None,0,6,2007,WD,Normal,120000,8.699681400989514,6.476972362889683,7.076653815443951,6.522092798170152,6.22455842927536
450,451,30,RM,70.0,5684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,813,GasA,Ex,Y,FuseA,813,0,813,0,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,1932.0,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,None,None,None,0,6,2006,WD,Normal,110000,8.645586406184636,6.70196036600254,6.70196036600254,6.70196036600254,0.0
451,452,20,RL,62.0,70761,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,1533,GasA,TA,Y,SBrkr,1533,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576,TA,TA,Y,200,54,0,0,0,0,None,None,None,0,12,2006,WD,Normal,280000,11.167077412430533,7.335633981927201,7.335633981927201,7.335633981927201,0.0
452,453,60,RL,85.0,9303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,872,GasA,Ex,Y,SBrkr,888,868,1756,1,0,2,1,3,1,TA,7,Typ,0,None,Attchd,1996.0,Fin,2,422,TA,TA,Y,144,122,0,0,0,0,None,None,None,0,7,2007,WD,Normal,204000,9.1381996941985,6.771935555839602,7.471363088187097,6.790097235513905,6.767343125265392
453,454,60,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,768,GasA,Ex,Y,SBrkr,786,804,1590,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2008.0,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,6,2009,WD,Normal,210000,9.105090961257085,6.645090969505644,7.372118028337787,6.668228248417403,6.690842277418564
454,455,90,RL,63.0,9297,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,2,0,4,2,TA,8,Typ,0,None,Detchd,1976.0,Unf,2,560,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Family,188000,9.13755460225053,7.455298485683291,7.455298485683291,7.455298485683291,0.0
455,456,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,1242,GasA,Fa,Y,SBrkr,1242,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2007,WD,Normal,175500,9.169622538697624,7.1252830915107115,7.1252830915107115,7.1252830915107115,0.0
456,457,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,624,GasA,Fa,N,SBrkr,624,720,1344,0,0,1,0,4,1,TA,7,Typ,0,None,Detchd,1916.0,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,None,None,None,0,5,2008,COD,Abnorml,98000,8.427706024914702,6.437751649736401,7.20414929203594,6.437751649736401,6.580639137284949
